uuid,cancelsurveyflag
3acdfb13-a7f4-4910-8935-f28f4ae1b24a,1
3ad44739-e075-4df6-9c2a-b8b0727016f1,1
3adfc9ed-865a-4168-8ead-fae1b2c9f1bf,1
3ae211bc-ada9-4731-aadc-1fc625ef292a,0
3aeb84c5-4a32-488c-b197-f7bb9eb7f4a8,0
3af4f0a9-7954-442a-944f-97e7cf7b0668,1
3afa6afd-b774-4551-9a21-076639135bbe,0
3afdf59a-edc8-4241-b616-03427b5c949c,1
3b147a20-6986-44ba-b04e-956c84e48978,1
3b17e8e3-48d5-4c84-89d2-6d52e3ed09ed,0
3b19fdc3-be26-4ef0-a2fc-1a6ac86bb098,0
3b1d8c0e-4a2d-49aa-8640-55b29f1eb7dc,0
3b3892f5-fc4c-437e-afda-49732cfe4fd2,1
3b483d66-0d41-44e9-a02a-1a03c9be3373,1
3b492c86-90dc-41a9-b374-d4a16b79fb06,1
3b59cbf0-43f8-4bcd-9a88-bf6d50709231,0
3b5aeb3d-d47f-4fd2-a877-a408c3dcf94d,0
3b5f791a-395e-41c0-8d06-9d6bcd2cff45,0
3b66db67-e823-4f9d-9578-0c312e905791,1
3b689ca9-ff5f-4295-9d88-b92db25bd8f3,0
3b6ccc60-0129-4a35-b4de-462a7cff0e14,0
3b75c91c-ab1d-48ac-9988-f22a8b12ac13,1
3b8d7791-e865-4664-95ae-4f155c50645b,0
3b9fa729-e1da-4593-a538-7d9f52054b92,1
3bad5f64-c206-4aa9-9139-62dbfd0f58c8,0
3bb8ae1c-e998-4891-916e-286c6663ef55,1
3bd394b5-fa4d-479f-94f7-3d2f7293454a,1
3bd4e680-a427-4582-b83c-e77ef49415ab,0
3bd50c0c-c3bf-45d5-aab3-3d70cd135df8,0
3bd84012-95e1-4779-9994-30af7b3edf71,0
3bdb95f7-1179-41ed-901d-01d0d15813cd,0
3be9b758-e3c0-4bfb-8e6a-fe0181b1c8e3,0
3befd161-016d-40d9-8ad5-6f0f4b29d53d,1
3bf821c7-63d2-4fcf-9131-964440b2e3c1,1
3bf851f6-1d49-4c38-87b5-a81b5a00cb39,0
3bf9b270-e479-4d6f-95bc-37c2c51d9eb7,0
3c0122f8-b4ba-4bc5-b3da-70b20d638724,0
3c072bd1-8b73-4fb9-a988-aacca022d7a0,1
3c0e519a-cc73-4cc5-bcbd-010c6abb5159,1
3c1005e5-e5ac-464a-b6a2-a5e162cb22b1,1
3c134fb3-c02b-47e3-aea4-c7add50a5356,1
3c26b0b8-e4aa-4f61-90f2-aeb6db9d948c,1
3c2dbb3a-c943-402e-95bd-49dedbb6b10b,1
3c346c29-540b-4596-8381-b9f74b998b41,0
3c36f0eb-5f1b-454e-a864-789fa4eeff3d,1
3c3cd26d-babd-4e16-92ce-cae1899d3765,1
3c500e3c-e072-45ef-baff-7fa9cd81d52a,1
3c566973-c880-4af1-a2ff-d96f049df4c9,1
3c58e6cf-e490-4007-b41e-cba5ea909165,1
3c69fd8c-56cf-4f0c-b6e6-e33f5f84f85f,0
3c74f25e-a4a6-4a34-a329-e9f8c8fcb53e,0
3c829649-167d-4112-881b-282dbc41ee4f,1
3c82dd59-f506-466a-bcfd-369dd594fa88,0
3c85995b-4043-49b9-a03f-b7d9a8957d5c,1
3c8f293b-c535-4067-b468-9e49aed99508,1
3c904dda-fbe8-4cc6-b608-1a4df79bf852,0
3c9330f6-1792-4e86-9acb-93c7ef5cc4da,1
3c93626d-a735-4e9c-aa83-4f8c99a897ef,1
3c9ac7d5-6b64-4306-a339-0dd9876b382a,1
3ca55b4a-b916-433b-8570-4b34e526a4f3,1
3caecf77-6e96-4d22-b0d7-e45214d0b91d,1
3cb6a8f4-11ff-458d-ac61-84e71a3b3513,1
3cb7ac2c-db35-4248-ab4c-f9ef2e62c300,1
3cbec898-0714-4f1e-985d-01784c2f5c63,0
3cc3f012-1e9a-47ba-8374-3025f759f52c,1
3cd09b6e-1e86-4c6e-b32c-666dddb23c61,0
3cd37939-4785-4d58-93b1-ef35fc9e3b38,1
3cd6e621-56d5-4edd-af44-2ade4a721b5c,0
3cd9d20f-e3fb-4245-8fad-cc4d63a5c21d,0
3cde9bf9-6297-4f27-9591-0c605e955cda,1
3cf3bc85-fd11-4cec-8709-b42dd33a6b17,1
3cf61c9e-17d9-4724-825e-28dd2e75467e,0
3cfee546-7fbf-499f-ab78-96b5ccb9477a,1
3d027b20-c8bd-4be5-94cf-32e8de4c5d17,0
3d074790-8973-42a3-a0e1-9d9cd6fe5964,1
3d0b4cec-4d41-46da-9170-2f817c8a07da,0
3d14306c-229a-4933-a8f4-983777b381f1,1
3d17d0e1-6077-4aca-83bd-afe018ccb458,0
3d229647-f2bb-41b6-b8d9-1197931260fd,0
3d26267a-f61f-4a4e-8e2b-96cb2446e075,1
3d28de41-db04-451f-b17b-52989595fe26,0
3d29c7d5-f70a-44d2-9ab4-fa5595595bcc,1
3d2c496d-650e-490b-936d-b37d2b814b59,0
3d37211c-331d-4f25-b0fb-479d6b488e36,1
3d4477fc-21a4-4a66-bf41-c489601d8dc2,0
3d482840-07f7-48c4-92fc-38a87c482c69,1
3d4b8b9c-3094-4385-b203-7e4e5e4e93f9,1
3d56322c-2824-4dfa-b227-ae7d05fda9d4,1
3d5d4499-9cd3-476e-aed5-92c495b03947,0
3d5ea937-9e88-4412-bdde-7acd7f8c0513,0
3d6227d9-ce94-4f33-aa3a-b3af4c063ab7,0
3d6d932b-3c5d-4833-8e8f-392b578382a6,1
3d6eef38-18b0-45c3-a519-60a93fe6eb94,1
3d7662bc-0f89-4db2-aa1b-59b84b4e3b32,1
3d7fc99b-fea2-49a4-bd35-c4dab8386c76,1
3d83fce5-2e24-4d49-b7f2-262ee56e3e90,1
3d8b5f52-1444-4b5f-8b75-b033c0c79868,1
3d91cddb-6cfb-4b7b-8a7b-614d25d380d6,1
3d93289a-8e34-4eaf-937e-b66432c58e5c,1
3d99cbc8-1a18-4ca8-9cc6-dbc4314651f4,1
3d9be333-983c-4bf6-a960-dfbe32096c2f,0
3d9ca14b-7d2e-4c21-86a7-335cb6bf3f57,0
3d9dffda-a5a8-42a8-b168-3a96517dc371,0
3d9e3abc-950a-4412-9240-3997d3805b53,1
3d9f9475-0724-48db-8ba4-e1e87c479ae2,1
3da1ed52-5886-4ade-aadc-aba1513622c4,1
3da8e032-cb61-4c1a-8222-a372771ae89d,1
3db4a9fc-ebdb-49b8-9a76-37854d094f24,0
3db610ca-370b-41fa-819b-bdf6745d775a,1
3db9ef39-87a3-4455-bce0-761c05a87389,1
3dc5b6d3-ec4a-4f7a-9401-c3d36d62f4d3,0
3dd7d909-3277-4940-82dc-963fb6e68325,1
3dd9648c-5fd8-4977-b59b-9d3bb928dcca,0
3ddb6634-4eb1-4b9b-8dee-80c9b451f2e7,1
3ddcdd73-4801-4884-a074-8694b65fd36d,0
3de87bda-f307-4867-a2b3-db3929935beb,0
3ded87df-b9a5-4770-914a-ccaac2045f87,1
3df08385-2897-401a-b2e3-18e3089ee779,1
3dfb590a-574b-4bcc-9b3c-cc5f43c013ec,0
3e02c867-3a5d-4a88-8871-01b2d42d6f8a,0
3e047b19-07ae-44ec-b269-b0b7269151ea,0
3e0f1008-193c-45c0-825c-cdfa6dda8b27,0
3e11bfa7-ac8b-4c1b-b856-e51ac113ca11,1
3e1abc55-c382-4e32-a487-d8ddbe355261,1
3e20d5e6-801e-40f4-91b4-0a364e8f86bc,1
3e2447e6-fe67-491b-b9b2-3f139d9a34ec,0
3e27b53f-6ff1-4910-a990-19ee3cc1ed61,1
3e2beea9-e22a-4254-9e79-3826b9cfd3a8,0
3e2c097f-fee2-4d4b-9091-dc11e0aa9afb,0
3e2d7f98-a1e7-470e-bdb3-f98269058bb6,1
3e2e628f-cbed-48dd-bba7-30e18968265e,0
3e36624e-bc3b-4d94-ad05-838737d27e43,1
3e427bd0-0466-4fa0-9192-04e062028bc7,1
3e444fff-6d39-48c0-bd3c-be0254dbd75f,1
3e5aa4e6-c60b-46bf-97a3-7b9cb148f1eb,0
3e6c0fb2-25e6-484c-a1d5-963006141fde,1
3e6ef007-8c25-4626-9be7-49b3ad3f6176,1
3e778022-d596-4653-8c9b-de65f04b5748,1
3e7955d8-6fe5-449b-b4ab-06532906c9ef,1
3e7b101a-d641-41cb-a83b-fe3a99974a8d,1
3e7d1d7c-e885-4258-ba1d-022db5696120,0
3e966cee-0e28-46b2-9913-bf37080959b1,0
3e986214-98e0-4b5b-ae77-6d9efa52e6be,1
3e997a28-0aef-4a11-a7c5-03cd982e998c,0
3e9f5bc5-091b-4397-9052-f8b2c0728a4c,0
3e9f8757-006c-433a-9da4-6ecd4538690b,1
3ea030d7-e096-4a71-b4e1-3ca8c0b5d222,1
3ea5883f-0ead-44be-8600-f0a4bc691052,0
3ea632fa-653d-49a8-8605-dc1cb4f6ee3d,1
3ea8066b-1c86-475a-b8e9-3669b15cff36,0
3ea98852-a915-4c61-a18b-11e26aa2a327,1
3ea9b782-7cf3-4700-bb98-cfd6ca13374a,0
3eaba0b6-6ff3-4cb2-bf05-f8ec85a1d59e,0
3eb1149a-dae4-4f82-b07b-85f8a015e6db,1
3ebabf97-d760-4cb5-8971-20297db68ee7,1
3ebc9eaf-644c-4f54-8920-50aa32941b5b,1
3ec074f2-7d4c-4af7-bdf8-97e25477f9be,0
3eca4cd4-c421-46ba-80e5-29b10fd53aee,0
3ecaa70d-6d1a-4a48-8fcf-957c5be8879e,0
3ed0a9b2-0d59-479d-859a-f45808c53d35,0
3ed3bb7f-1b29-4da0-9619-e7882f5aa00e,0
3ed70b5c-e18e-403f-becc-fb3b7fd0e375,0
3edd73dc-caea-4c83-a956-0da9f7d28954,0
3ee19ef7-c1ab-465b-8b70-87856493df55,1
3ee8c47f-52ef-402a-bcaf-bf80daf142c9,1
3eeb1f66-d02f-480a-8a7f-d0c88e5b25d1,0
3eeb1f66-d02f-480a-8a7f-d0c88e5b25d1,0
3efb98c7-6eac-41b7-a276-bb06e597fbe4,0
3f01e66d-a33d-4fc2-9079-3b958ee4776c,0
3f1855fe-f34f-49de-a31c-76d8dcec0673,0
3f24a454-291d-4656-b6b3-5088f83ea182,1
3f25ef5f-b8ec-405f-a701-5197c5dfd506,0
3f3c2d7a-f5d3-4d51-8fc3-77fca3c310ca,0
3f4d7df9-4cf3-4ec7-b16c-40d776b82462,0
3f57feb9-0ac5-45a1-8cfa-2303dd0e0d4f,0
3f5acfde-779a-40d4-ba61-1cb7879bf145,1
3f5bc0d7-98de-4927-b878-9d01864e12a9,1
3f5f642d-b740-40ca-b986-d642175c6f36,1
3f686fe4-8d9b-4fbe-965a-2d82f8c9c24c,1
3f69a606-9dab-4e61-9d92-272ef0ea2c23,0
3f713e65-ffbd-4464-adc2-6bda65258b50,1
3f71ea77-196c-4033-808a-342413857a05,0
3f76852a-35a4-4620-81af-0f510124369e,1
3f7dd1bd-64aa-44fe-9325-d052f5499177,1
3f9acd0e-1d84-4b50-8855-70a887aeb907,1
3f9b588b-1640-4698-a888-8fcbaf39e016,1
3fabff4e-d03f-47ec-8fe4-07032d623379,1
3fb21fca-ec46-4156-8602-57f683473a22,1
3fb252a3-8e93-44f0-9378-4c00d2a9cdd5,1
3fb7ef53-53e6-4ca5-8296-8700acf5c2d5,1
3fbeef2b-8efb-4e49-8a0b-c513df174819,0
3fbfafc2-7070-4de3-81d9-68187b4a73c2,0
3fc36ebb-fd27-497f-b2d7-645a26e6f538,1
3fc72a98-871c-4170-a1c4-7080da46ab62,0
3fd2076a-2622-4bd0-9d75-8acce91d26c4,1
3fd24847-b830-4500-8c4e-c55083c20ca9,1
3fe192ee-3cb1-493a-a7a0-fbf7da298cff,1
3fed5bbf-e888-4679-a31d-a0fadae3b0b9,0
3ff0cd49-50e0-4651-8fc2-add36ac7aac7,1
4008dd7f-b03c-4c0c-8fdb-4de8db16411e,1
4009671a-76ae-4d5e-ae18-7e560685394e,1
4009cd6b-d400-434e-9ef9-2a38e8ace26a,1
401b5794-fc10-4f1b-a8b6-bbb7bf285023,1
40295141-176f-4174-afea-7eb5a02db9ea,1
402a0efb-097f-4dc5-a28d-816239e3148a,1
402eaf3e-7656-4114-bfae-07252e83e7e5,1
4035e021-e548-4b79-bf48-de534d1f4b31,1
403c83c1-ee88-4bf0-a4b5-db9a8532d4ba,1
404573ac-5168-43a5-9b7a-ff4bb62f453f,1
404e8601-d318-4c05-9f76-7a86a7498931,0
404ea48d-c3d1-42af-a60f-55a28cf5cae0,0
406fd28b-40ca-46b0-b6f1-ee6bf76f762a,1
407af20b-2a63-427a-bae2-cd3ac335be2a,0
407d47a0-c0a4-40de-9f51-a4573f36753b,1
40807470-8a79-48fb-82d8-028d67fac375,0
40850fe1-bb33-4835-a50c-ab0b1fee1c5b,0
4085876e-494e-4549-a959-3bfcecb65ac3,1
40859f00-c8de-4957-acce-ec90bfd3f6c8,1
4090260f-f00e-49fe-8cfd-779f30af6b3b,0
40910eb9-6e55-492d-858c-74fe3ce5da73,1
409124a1-6058-4fc0-b8be-5f2582ba6170,0
4097f5aa-a452-4b59-8733-4391544c2bf5,1
409eae5a-c2bf-4b61-a8ba-8e87c54ef979,1
40a09b86-f709-4acd-a50e-b42e12c6bd0c,1
40a235a0-4969-476f-9c89-1b62f833c752,1
40a5276b-63a6-4497-8d7a-e7a0ea7568ee,1
40a770ca-4fc2-489b-afbc-07cb1088649e,0
40aaff75-7bff-423a-9717-0311c34f41d6,1
40ab42a8-e38f-483d-a4a3-6d8289ea552f,1
40acb5e6-51fe-4543-83b0-db07a81749eb,1
40b73e7e-1be3-4516-8839-1a2def5e63a8,1
40bedba0-37aa-4f6d-af71-ee97c96a0d55,1
40c423e1-36eb-4130-983d-14006260f09f,0
40ded4f8-e027-4508-a473-c0ace118afe5,0
40e22a43-280c-4368-a6b3-252a4fa75ddf,0
40ee61d2-d3b6-456f-8379-72d6ec5776e1,1
40f85b22-52e7-497d-97d9-26ed0615d951,1
40faf747-d5fb-4b82-898e-d2f10e5859f4,1
40fdaaa3-37a7-4079-bb83-2e026c47b2b8,1
4116ebb2-53cb-4184-8871-e92edf0a304d,1
411c2e13-f92a-4857-96ec-bffbd6172f33,1
411ddb5f-5609-4737-a6fc-9cd606bbba28,0
411ecef3-499e-4399-83e1-06dbc28fc843,1
413176fa-281a-4811-9b57-1e19915bba5b,0
41343ccc-4164-488d-8566-1725e1297027,0
41349dae-1706-41cb-be4f-09ed631ec928,0
4135d37a-4202-42d1-94bd-db791818a911,0
4139881b-f33d-41a7-8f4a-7e63f9fa91f6,0
413a0344-0195-4d10-95a7-1a298e1a1708,1
41415b2e-1ad1-4206-9c59-ba7c647382d4,0
41416d3b-b847-43c5-b6a0-167cc3e2b8fb,1
4155d1e9-1133-4e43-af23-aafd33be51d7,1
415ec7d9-be87-4efe-bfbc-3b342d2caafa,1
415f3f2b-35ac-432b-8426-8cba9cc851a5,1
41676030-8f9e-4589-91ce-345cade8cc7e,1
41677a2b-6c86-40c7-93ef-689f622a551a,1
41834ace-31b2-4168-a381-1abda7995ecb,0
418e6c8f-4998-4b13-8825-e337be1b7388,0
4196a914-a2c7-466d-bf45-8be045d8ef1e,0
41a3f36b-dd96-4a3c-986a-6d7b1b69341c,1
41a67c23-456a-40c9-83b0-fee5a59a3495,1
41a6883c-5914-4442-9af7-cf1361110dcf,1
41abe010-e418-4762-846e-5014c1198c6e,1
41b48a51-cbd2-47cb-84e1-809f2cc479f7,1
41b64ac4-d748-4234-b3a2-7a6b569b40f5,1
41b841ca-5e6b-4bbb-ab28-cf30562029b6,0
41bc0bd3-922f-4d63-8cde-7fb256a7edda,0
41c098a9-a403-47ff-9a2c-c6ccac50fa3d,1
41c24ddd-8d3f-4cd0-955f-5c28573a9178,1
41c34352-a4c9-4d82-b778-a0e2b50cf7cb,1
41c43cc2-cd85-40af-ae95-d3f437e6d1dd,1
41c55c10-5c16-463f-9865-0c7c27417d6e,1
41ca105f-8731-4a37-831d-5c9f432b7552,1
41cd242f-48a5-4deb-a28d-daaf08dc1e45,1
41ce4d70-05a6-4487-a85d-2a48604554ea,1
41cff8c7-9e97-4bc5-8c28-ce5f15118f0a,1
41d39ae5-5e45-4837-b3d9-e7a7af8001dd,1
41d48df0-658d-4970-a39f-d8b44c30dd67,1
41dd9b75-80d4-4549-98dd-7c9be00ac018,1
41e180e7-e8dd-4038-9f20-81ba25549440,1
41e2ec30-102a-40b3-893a-7ee29280d67e,1
41fdff99-533a-40f3-bc81-85f59b147116,0
42021457-6ae1-42ac-9fcc-92d98e5566ab,1
42042aba-29b5-47f3-b08b-9abb2599913d,1
42066f9c-0d30-461c-980c-6929979d81c9,1
4214e818-e0d1-483a-b069-a8adbaec4b7c,0
4218f6a8-7fa2-498e-85cb-8e09faeb3182,1
4232445c-bf78-4fd1-bd3b-5feafa649133,1
4242c43c-61aa-47bf-a0d3-cc2af65b7da0,1
424b1130-9e14-41b3-a9df-3b675ca942a3,1
425eb801-bc63-4c57-b0bc-b1dea5bc1c86,1
426630ab-1983-414b-b9df-ec5656d199e9,0
42711f9b-2981-44a8-8424-2fba67d1707a,0
4279f8c0-8adc-4504-a4ea-65fa5b230861,1
427b7a33-1f2a-4d54-ba70-5b20874bf868,1
427e7300-929d-4201-813f-bafcec2934a4,1
42803dd0-3016-40cd-a9b5-fc7bf7d89e1c,1
4281cd10-e96a-4fbc-bb68-0d4367f6d691,1
42866327-c90a-4551-99f1-f43cd496c295,1
428dffa6-32ad-4f20-927e-a4d1a911de38,0
42a3c65f-d7de-4e1c-aacc-8308279a6acd,0
42a80844-c7d1-4854-8e11-dcbfd1917885,1
42a8e26a-44c6-4d37-8d5a-95cbb49ad19e,0
42a96274-b511-4354-b3af-4bf59d93a1fd,1
42b47084-aff2-41fe-a322-b19fd049df84,0
42b5c6b2-d489-435a-9a7d-2ba12dcf6c55,1
42c0c8d0-ae2a-4264-baa5-86e9f58193ef,1
42c2e705-8609-450b-8085-6d3035a5999a,0
42cad688-e7db-453f-9eb6-538a3461094f,1
42d33406-7cb0-47a8-a0d9-00c3c4fd537d,0
42d45801-756c-48a1-88bb-0ef07955db42,0
42e67d72-34fc-4d09-9019-c7a35e48dee7,1
42f7f1ee-78c2-4469-998f-9cebce4f66a8,0
42f886e2-6788-4faf-9cf4-68b257363bd4,1
42faf2cd-0e8e-4355-a163-27ca9cfc5823,1
42ff30c4-b5b0-4b8a-8109-071c85ecf646,0
4300fd80-6b9c-4637-8ea3-87577d2bd337,0
43085c05-6ffe-44d6-bf29-cdca9ac48d97,0
432783ba-f6d1-423c-8f3b-bc5f95ca9072,0
432c1741-2bf8-4338-93a7-b062fc60a56a,1
43339254-979c-4f9d-8766-9026575d6f3b,0
433f0858-a681-46c0-8b02-eed5824ec2d2,0
433fce5e-3552-437d-b9f9-ad91a73c6650,0
4341effe-a5dc-4355-be39-1d90f61c6ac4,1
43514161-047c-4591-943a-8ffcff622a3f,1
43534199-bef1-4829-91c9-44a55ea9fa23,1
43552963-f7ca-454d-ae3b-217d67ef12e0,1
4355430e-96fd-4002-897e-76a1883b8195,1
4358fde0-283f-4bde-aa27-26c4b7f37b3b,1
435b2ded-99d2-40c3-b0c9-c3767d284081,0
435e3d9f-594f-4408-b963-4a24ae7a23e9,0
4361204d-b6d7-4b5c-ae02-141be2f5c8c2,1
436aedb5-ccec-46ad-9b60-c3737289063f,0
436c57b7-ddd3-4fd6-9bac-02bf5a50f713,1
43709996-9fe6-47d5-ac47-87cf45fa3c9d,1
4371d822-6ada-479c-a1cb-5c58f82162e1,0
4381fa60-29cd-464d-bac6-711399970263,1
43865604-b346-4036-8c5a-9d41edc47ec2,1
438b1d90-3dee-4971-926e-df06a254b15a,0
438d5b98-0804-45e8-baa1-ec4796ca4360,1
439a1d87-78a1-4f9b-8ebe-0a00b6df6c82,1
43ae3c30-005f-41ce-b434-929873df11f4,1
43afdd29-a424-4670-9ae2-19aa6a2cbbda,0
43b580b5-4b6c-4893-a7cd-1a00e2c1c2de,0
43c1dec8-a72d-47e1-842e-de93dac44523,0
43c42a7b-309d-4169-8693-eacb53698880,1
43ccd328-31b8-4957-b430-38dd8403e013,0
43ce044f-0ac3-41f9-bc1c-0ff5a98ed924,0
43da2ee6-541f-44cd-b42e-b3ad7474a74f,1
43dbda88-d548-411b-a89a-fb9b2055a350,0
43dd2a59-c0c6-406d-9937-84e521ba6d12,1
43deb1e7-a0fe-42a7-a1e0-4d16c34a2f18,0
43e168e4-95f6-4718-95f3-93ed97af1e81,0
43e661e3-a92f-4286-a959-46af4c7e5c0f,0
43f0069e-273f-44e1-af1b-207ca36fa2b6,1
43f60c34-36e5-4d87-9716-ab2306cb2a6d,0
43f9088a-2a86-4842-85b9-e45e5de9ff91,0
43f987a1-11d8-489d-9f09-1ce65da7cd6b,1
43fb24eb-8ddf-4b7c-9c6e-fae44bc422ee,0
43fe6dc1-4640-4cb2-b0c0-dccf6b21d555,1
43fe92f9-8a01-40f3-ac3a-ae540779fcea,1
44005d05-1c87-4678-b79e-ea35c01f071e,1
4406e0cf-88fe-4b8c-9b8e-b3bb569f1632,0
441a2192-b991-438d-a0b3-ec837af18c64,0
44209e09-6373-4feb-b4cd-05e980332d76,1
44231695-4923-4d46-8900-76170431bd9e,0
4438ac73-a9ae-49fc-9af8-a6caa094434a,1
445268aa-980b-4956-bd91-5d9be5445e7b,0
4452e9be-ec14-40e7-9743-8a5cb0b52ace,1
4457acf4-c46c-4bbd-99fd-b0f5efe9799e,1
44589fd9-567d-4854-baa7-bb7a23d3d5ae,1
447ce3f4-a52e-409a-b10d-bbba1311afd6,1
447e6808-d2b5-4c13-b7d9-0ef111711e5f,0
44861bdf-a5d3-47d5-a16f-0921bd43b00c,0
448afbe5-a629-4765-8b65-420d6cfae80e,0
44935bbc-c818-42fb-bee1-eea11dd5b32d,1
449ba2a3-61ee-4c81-8ebc-68a5e56237dc,0
449de812-5cee-49a8-91ad-f94a588acadf,0
44a8979e-67c3-4351-830f-17a5909cb9b7,1
44b061a2-d9ea-403c-b2ee-d05fda879e9f,1
44b73779-b854-4057-b844-e77d3611bd1b,1
44baa16d-0a16-4828-8435-da9dbbb9749a,0
44c5f155-f330-4ec7-bbbc-7ce339918893,1
44cc787b-b98d-4107-a024-03e0ade33e5b,1
44cf236e-f1b2-4b57-b6a2-406b6ff1f08e,1
44ea75c0-16a3-45ba-b2bb-1e8254602994,0
44f2b10e-8ae7-4c96-87ff-55ebbbab1440,1
44f58076-d2cb-425a-8d53-4d036f28a3c2,1
44f62169-fde0-4574-8198-ef4e5a7b4fa2,1
45012691-0e7e-456e-8f9b-e9ec1e774580,1
451247aa-fe98-44c9-a840-c4ffa7e39fc0,1
45145b9d-e77d-462f-b6fc-dbea591d8680,1
4516db3a-d943-4f60-bc3f-38417c8596ba,1
451ab289-58d2-4fed-84f9-d57d90256b13,1
452e99a6-2522-4dfa-b317-a8b8a703de94,1
4537d378-98c0-4195-ae0e-5a2aee80d532,0
4539ad3a-7a64-4b3e-84e5-9927bb1a58e7,1
453a7e49-2419-4fb2-8b28-117bf80f6f8b,0
453dcf9b-2bdb-4a3d-8406-16993c0ff285,1
45404470-98fa-4521-863e-6b13ba2878c1,1
45447e83-b522-4ffe-a54d-54ff21c5a7ad,1
45523e66-7cdc-4039-9330-23a8c3955779,0
4554fa96-0afb-4c63-81cc-e5994e9a3e91,1
4556de70-36de-407c-ae12-e040f962ecff,1
455d300e-89a8-4753-880f-21be1e1efdb2,1
455d8b90-39e5-4301-902f-208fa1616361,1
455e1ee9-3568-4087-a977-ca48e505be7b,1
455efd3f-d95a-447b-bcdb-ce434431876a,0
456a20e6-db5a-4016-8f2c-73d50c88301b,0
456f9761-50cd-4b42-8c9c-2b33758cd45a,1
456fc3ef-34d2-4d66-955c-a5793508014a,1
4573399e-633a-4e70-9ed1-0ded04b16849,1
457d6fc9-a444-44d0-b574-246599c0d527,1
45848849-e9ed-4455-989c-fc2ad87874ff,0
458880a3-31d9-4a91-bcc0-6fc982ef049a,1
45976de4-e370-4129-a5b3-032c12d0e6fd,1
45a02fed-77c3-4c20-b3e4-5890b3895939,0
45a66f81-9c37-42dd-abb7-6bdedb374387,1
45a787a5-3e0d-404e-acec-43c4de3d45e8,1
45b796af-7c7c-4e7b-b062-635cf977ee68,1
45b80a21-40b1-403c-982e-8fef35e01802,1
45bc3faa-1bd9-4ff0-83e5-5a74208cd5ff,1
45befe12-4eb7-4c67-b719-914bc245ff7a,0
45bf8349-e2c9-49a9-976f-310c7c5e65b6,1
45bfa628-a822-4662-a8af-ebcd3f460331,1
45c12457-05cf-4c1e-be66-b29b0d2388d4,0
45cedb1e-188f-4845-a376-0f9bc7b0076d,0
45d37961-a291-45fd-ab81-c956f5626979,0
45d922c0-8428-4645-8100-2b3545f08529,1
45e047e3-d921-41a2-bd97-59b606b64a31,0
45ec914b-a327-4659-bd99-991d79475eea,0
45eeb1db-03bb-44ef-95a9-f4e139cc95f7,0
45f335f2-34e4-4508-ba22-3d56b3aa592c,0
45f86edc-22e8-4eb8-a1b3-6d3cd3ca4d2e,0
45fd3349-08af-4963-b610-a3b2e2c5cb8f,1
4604668b-08db-4886-b208-160fabb2e786,1
460c6234-de38-4fa2-bca2-c34e80178ff2,0
4623509e-0287-46ff-b0dc-391cc9960290,1
4623a845-6b12-43a0-b605-8557a7f7c027,1
46404708-0b40-4ddb-b532-9aff9a728b80,1
46406146-3f4e-4c4a-b264-9d89d3d834c4,1
46408ac6-7572-4e84-9a3d-f79d16f68d0e,0
4641c1ea-9faf-440f-9f73-aeb496084947,1
4644c746-cdde-481c-983c-1481c205be21,1
4646018f-0573-46b3-8c7e-0bcccfe5bc3f,1
4647471b-81f6-4680-88a0-f4f77c5c03dd,0
4648909d-c2ad-437e-8e6e-555ee8a2addb,1
4655a8eb-2575-4218-b3f6-2d4252ca025c,1
465e83a2-8b0a-4c3a-a727-f0de90a13777,0
46625155-1fca-47fd-b2ee-553f58fde26b,1
466ffa0a-8014-441c-b802-71e052a6be31,0
46717f8e-714b-4682-8d5f-6198e03a1ebb,1
46769b3b-7c34-48f1-9bc3-ebe8da10b236,0
467be995-eb0d-4687-92d3-e3f1bc796d78,0
4689968e-0cd9-452f-84b4-43ca09a4469a,1
469ba21f-7bb2-46c3-b18f-a340fb92b290,1
46a0dd61-a3cc-46d7-98a3-92beaf134f89,0
46a20db8-0435-427d-b965-99b1bd4f0fac,1
46aba084-d20e-481a-a61e-01a00200e5d8,0
46acdff3-ad5c-4b19-a72c-4f7a5b315afd,1
46ad7422-14bc-4ab2-b2d3-5ac085c0590b,0
46af7aea-c62b-477c-a9fd-edf5f2de485e,1
46b709e5-e0b4-4c88-a475-97ec392288c6,1
46ba038e-3cb3-4a93-9ebf-873ccb37b6a3,1
46bb4bf5-7438-4a25-abae-c7bf549259e9,1
46c07b17-03ce-4de0-9d0f-88b2ed612df0,1
46c264e3-a71e-4047-8e1a-9497d7c3349a,1
46da4e01-c769-4859-9ff8-416f3a6a50eb,0
46ec0162-3e5f-4f2d-ab86-a19c41670e3d,1
46ed4096-c05c-417c-8ec6-ae31321961c1,1
46ee4446-aa74-4204-b64d-f2eb8e906dc4,1
46f79db5-14b3-43c2-a2ad-edf0b6a369ee,0
46fbe511-948c-43d2-ba25-9c7fe601a4a2,1
47005543-62d9-46c2-8832-42f35ea49dc9,1
4706ef11-f4c4-4a9d-947f-d12822aaad0c,0
47077f55-5afe-4434-b074-ec71107f606f,1
470c475f-7aee-41d7-81ad-9f94851bd87a,1
470cf99e-381b-4a2b-8c4b-6040e03a23b8,1
4711b34b-7ee5-4e38-9f91-e758f681f353,0
4716015a-0986-4eef-95ee-f78b7b3e7841,0
471bea32-718e-4f82-b3e0-eb5974bef99c,0
